index,season,year,month,holiday,weekday,workingday,weather,casual_users,registered_users,total_users
309,fall,2011,11,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,1156,2770,3926
310,fall,2011,11,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,952,2697,3649
311,fall,2011,11,nonholiday,Monday,workingday,Clear to partly cloudy,373,3662,4035
312,fall,2011,11,nonholiday,Tuesday,workingday,Clear to partly cloudy,376,3829,4205
313,fall,2011,11,nonholiday,Wednesday,workingday,Clear to partly cloudy,305,3804,4109
314,fall,2011,11,nonholiday,Thursday,workingday,Misty to misty with clouds,190,2743,2933
315,fall,2011,11,holiday,Friday,nonworkingday,Clear to partly cloudy,440,2928,3368
316,fall,2011,11,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,1275,2792,4067
317,fall,2011,11,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,1004,2713,3717
318,fall,2011,11,nonholiday,Monday,workingday,Clear to partly cloudy,595,3891,4486
319,fall,2011,11,nonholiday,Tuesday,workingday,Misty to misty with clouds,449,3746,4195
320,fall,2011,11,nonholiday,Wednesday,workingday,Light rain to thunderstorms or light snow,145,1672,1817
321,fall,2011,11,nonholiday,Thursday,workingday,Misty to misty with clouds,139,2914,3053
322,fall,2011,11,nonholiday,Friday,workingday,Clear to partly cloudy,245,3147,3392
323,fall,2011,11,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,943,2720,3663
324,fall,2011,11,nonholiday,Sunday,nonworkingday,Misty to misty with clouds,787,2733,3520
325,fall,2011,11,nonholiday,Monday,workingday,Light rain to thunderstorms or light snow,220,2545,2765
326,fall,2011,11,nonholiday,Tuesday,workingday,Light rain to thunderstorms or light snow,69,1538,1607
327,fall,2011,11,nonholiday,Wednesday,workingday,Misty to misty with clouds,112,2454,2566
328,fall,2011,11,holiday,Thursday,nonworkingday,Clear to partly cloudy,560,935,1495
329,fall,2011,11,nonholiday,Friday,workingday,Clear to partly cloudy,1095,1697,2792
330,fall,2011,11,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,1249,1819,3068
331,fall,2011,11,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,810,2261,3071
332,fall,2011,11,nonholiday,Monday,workingday,Clear to partly cloudy,253,3614,3867
333,fall,2011,11,nonholiday,Tuesday,workingday,Misty to misty with clouds,96,2818,2914
334,fall,2011,11,nonholiday,Wednesday,workingday,Clear to partly cloudy,188,3425,3613
335,fall,2011,12,nonholiday,Thursday,workingday,Clear to partly cloudy,182,3545,3727
336,fall,2011,12,nonholiday,Friday,workingday,Clear to partly cloudy,268,3672,3940
337,fall,2011,12,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,706,2908,3614
338,fall,2011,12,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,634,2851,3485
339,fall,2011,12,nonholiday,Monday,workingday,Misty to misty with clouds,233,3578,3811
340,fall,2011,12,nonholiday,Tuesday,workingday,Light rain to thunderstorms or light snow,126,2468,2594
341,fall,2011,12,nonholiday,Wednesday,workingday,Light rain to thunderstorms or light snow,50,655,705
342,fall,2011,12,nonholiday,Thursday,workingday,Clear to partly cloudy,150,3172,3322
343,fall,2011,12,nonholiday,Friday,workingday,Clear to partly cloudy,261,3359,3620
344,fall,2011,12,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,502,2688,3190
345,fall,2011,12,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,377,2366,2743
346,fall,2011,12,nonholiday,Monday,workingday,Clear to partly cloudy,143,3167,3310
347,fall,2011,12,nonholiday,Tuesday,workingday,Clear to partly cloudy,155,3368,3523
348,fall,2011,12,nonholiday,Wednesday,workingday,Misty to misty with clouds,178,3562,3740
349,fall,2011,12,nonholiday,Thursday,workingday,Misty to misty with clouds,181,3528,3709
350,fall,2011,12,nonholiday,Friday,workingday,Misty to misty with clouds,178,3399,3577
351,fall,2011,12,nonholiday,Saturday,nonworkingday,Misty to misty with clouds,275,2464,2739
352,fall,2011,12,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,220,2211,2431
353,fall,2011,12,nonholiday,Monday,workingday,Clear to partly cloudy,260,3143,3403
354,fall,2011,12,nonholiday,Tuesday,workingday,Misty to misty with clouds,216,3534,3750
355,winter,2011,12,nonholiday,Wednesday,workingday,Misty to misty with clouds,107,2553,2660
356,winter,2011,12,nonholiday,Thursday,workingday,Misty to misty with clouds,227,2841,3068
357,winter,2011,12,nonholiday,Friday,workingday,Clear to partly cloudy,163,2046,2209
358,winter,2011,12,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,155,856,1011
359,winter,2011,12,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,303,451,754
360,winter,2011,12,holiday,Monday,nonworkingday,Clear to partly cloudy,430,887,1317
361,winter,2011,12,nonholiday,Tuesday,workingday,Misty to misty with clouds,103,1059,1162
362,winter,2011,12,nonholiday,Wednesday,workingday,Clear to partly cloudy,255,2047,2302
363,winter,2011,12,nonholiday,Thursday,workingday,Clear to partly cloudy,254,2169,2423
364,winter,2011,12,nonholiday,Friday,workingday,Clear to partly cloudy,491,2508,2999
365,winter,2011,12,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,665,1820,2485
366,winter,2012,1,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,686,1608,2294
367,winter,2012,1,holiday,Monday,nonworkingday,Clear to partly cloudy,244,1707,1951
368,winter,2012,1,nonholiday,Tuesday,workingday,Clear to partly cloudy,89,2147,2236
369,winter,2012,1,nonholiday,Wednesday,workingday,Misty to misty with clouds,95,2273,2368
370,winter,2012,1,nonholiday,Thursday,workingday,Clear to partly cloudy,140,3132,3272
371,winter,2012,1,nonholiday,Friday,workingday,Clear to partly cloudy,307,3791,4098
372,winter,2012,1,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,1070,3451,4521
373,winter,2012,1,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,599,2826,3425
374,winter,2012,1,nonholiday,Monday,workingday,Misty to misty with clouds,106,2270,2376
375,winter,2012,1,nonholiday,Tuesday,workingday,Clear to partly cloudy,173,3425,3598
376,winter,2012,1,nonholiday,Wednesday,workingday,Misty to misty with clouds,92,2085,2177
377,winter,2012,1,nonholiday,Thursday,workingday,Misty to misty with clouds,269,3828,4097
378,winter,2012,1,nonholiday,Friday,workingday,Clear to partly cloudy,174,3040,3214
379,winter,2012,1,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,333,2160,2493
380,winter,2012,1,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,284,2027,2311
381,winter,2012,1,holiday,Monday,nonworkingday,Clear to partly cloudy,217,2081,2298
382,winter,2012,1,nonholiday,Tuesday,workingday,Misty to misty with clouds,127,2808,2935
383,winter,2012,1,nonholiday,Wednesday,workingday,Clear to partly cloudy,109,3267,3376
384,winter,2012,1,nonholiday,Thursday,workingday,Clear to partly cloudy,130,3162,3292
385,winter,2012,1,nonholiday,Friday,workingday,Misty to misty with clouds,115,3048,3163
386,winter,2012,1,nonholiday,Saturday,nonworkingday,Misty to misty with clouds,67,1234,1301
387,winter,2012,1,nonholiday,Sunday,nonworkingday,Misty to misty with clouds,196,1781,1977
388,winter,2012,1,nonholiday,Monday,workingday,Misty to misty with clouds,145,2287,2432
389,winter,2012,1,nonholiday,Tuesday,workingday,Clear to partly cloudy,439,3900,4339
390,winter,2012,1,nonholiday,Wednesday,workingday,Clear to partly cloudy,467,3803,4270
391,winter,2012,1,nonholiday,Thursday,workingday,Misty to misty with clouds,244,3831,4075
392,winter,2012,1,nonholiday,Friday,workingday,Misty to misty with clouds,269,3187,3456
393,winter,2012,1,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,775,3248,4023
394,winter,2012,1,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,558,2685,3243
395,winter,2012,1,nonholiday,Monday,workingday,Clear to partly cloudy,126,3498,3624
396,winter,2012,1,nonholiday,Tuesday,workingday,Clear to partly cloudy,324,4185,4509
397,winter,2012,2,nonholiday,Wednesday,workingday,Clear to partly cloudy,304,4275,4579
398,winter,2012,2,nonholiday,Thursday,workingday,Misty to misty with clouds,190,3571,3761
399,winter,2012,2,nonholiday,Friday,workingday,Clear to partly cloudy,310,3841,4151
400,winter,2012,2,nonholiday,Saturday,nonworkingday,Misty to misty with clouds,384,2448,2832
401,winter,2012,2,nonholiday,Sunday,nonworkingday,Misty to misty with clouds,318,2629,2947
402,winter,2012,2,nonholiday,Monday,workingday,Clear to partly cloudy,206,3578,3784
403,winter,2012,2,nonholiday,Tuesday,workingday,Clear to partly cloudy,199,4176,4375
404,winter,2012,2,nonholiday,Wednesday,workingday,Misty to misty with clouds,109,2693,2802
405,winter,2012,2,nonholiday,Thursday,workingday,Clear to partly cloudy,163,3667,3830
406,winter,2012,2,nonholiday,Friday,workingday,Misty to misty with clouds,227,3604,3831
407,winter,2012,2,nonholiday,Saturday,nonworkingday,Light rain to thunderstorms or light snow,192,1977,2169
408,winter,2012,2,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,73,1456,1529
409,winter,2012,2,nonholiday,Monday,workingday,Clear to partly cloudy,94,3328,3422
410,winter,2012,2,nonholiday,Tuesday,workingday,Misty to misty with clouds,135,3787,3922
411,winter,2012,2,nonholiday,Wednesday,workingday,Clear to partly cloudy,141,4028,4169
412,winter,2012,2,nonholiday,Thursday,workingday,Misty to misty with clouds,74,2931,3005
413,winter,2012,2,nonholiday,Friday,workingday,Clear to partly cloudy,349,3805,4154
414,winter,2012,2,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,1435,2883,4318
415,winter,2012,2,nonholiday,Sunday,nonworkingday,Misty to misty with clouds,618,2071,2689
416,winter,2012,2,holiday,Monday,nonworkingday,Clear to partly cloudy,502,2627,3129
417,winter,2012,2,nonholiday,Tuesday,workingday,Clear to partly cloudy,163,3614,3777
418,winter,2012,2,nonholiday,Wednesday,workingday,Clear to partly cloudy,394,4379,4773
419,winter,2012,2,nonholiday,Thursday,workingday,Clear to partly cloudy,516,4546,5062
420,winter,2012,2,nonholiday,Friday,workingday,Misty to misty with clouds,246,3241,3487
421,winter,2012,2,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,317,2415,2732
422,winter,2012,2,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,515,2874,3389
423,winter,2012,2,nonholiday,Monday,workingday,Clear to partly cloudy,253,4069,4322
424,winter,2012,2,nonholiday,Tuesday,workingday,Clear to partly cloudy,229,4134,4363
425,winter,2012,2,nonholiday,Wednesday,workingday,Misty to misty with clouds,65,1769,1834
426,winter,2012,3,nonholiday,Thursday,workingday,Clear to partly cloudy,325,4665,4990
427,winter,2012,3,nonholiday,Friday,workingday,Misty to misty with clouds,246,2948,3194
428,winter,2012,3,nonholiday,Saturday,nonworkingday,Misty to misty with clouds,956,3110,4066
429,winter,2012,3,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,710,2713,3423
430,winter,2012,3,nonholiday,Monday,workingday,Clear to partly cloudy,203,3130,3333
431,winter,2012,3,nonholiday,Tuesday,workingday,Clear to partly cloudy,221,3735,3956
432,winter,2012,3,nonholiday,Wednesday,workingday,Clear to partly cloudy,432,4484,4916
433,winter,2012,3,nonholiday,Thursday,workingday,Clear to partly cloudy,486,4896,5382
434,winter,2012,3,nonholiday,Friday,workingday,Misty to misty with clouds,447,4122,4569
435,winter,2012,3,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,968,3150,4118
436,winter,2012,3,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,1658,3253,4911
437,winter,2012,3,nonholiday,Monday,workingday,Clear to partly cloudy,838,4460,5298
438,winter,2012,3,nonholiday,Tuesday,workingday,Clear to partly cloudy,762,5085,5847
439,winter,2012,3,nonholiday,Wednesday,workingday,Clear to partly cloudy,997,5315,6312
440,winter,2012,3,nonholiday,Thursday,workingday,Clear to partly cloudy,1005,5187,6192
441,winter,2012,3,nonholiday,Friday,workingday,Misty to misty with clouds,548,3830,4378
442,winter,2012,3,nonholiday,Saturday,nonworkingday,Misty to misty with clouds,3155,4681,7836
443,winter,2012,3,nonholiday,Sunday,nonworkingday,Misty to misty with clouds,2207,3685,5892
444,winter,2012,3,nonholiday,Monday,workingday,Clear to partly cloudy,982,5171,6153
445,winter,2012,3,nonholiday,Tuesday,workingday,Clear to partly cloudy,1051,5042,6093
446,spring,2012,3,nonholiday,Wednesday,workingday,Misty to misty with clouds,1122,5108,6230
447,spring,2012,3,nonholiday,Thursday,workingday,Clear to partly cloudy,1334,5537,6871
448,spring,2012,3,nonholiday,Friday,workingday,Misty to misty with clouds,2469,5893,8362
449,spring,2012,3,nonholiday,Saturday,nonworkingday,Misty to misty with clouds,1033,2339,3372
450,spring,2012,3,nonholiday,Sunday,nonworkingday,Misty to misty with clouds,1532,3464,4996
451,spring,2012,3,nonholiday,Monday,workingday,Clear to partly cloudy,795,4763,5558
452,spring,2012,3,nonholiday,Tuesday,workingday,Clear to partly cloudy,531,4571,5102
453,spring,2012,3,nonholiday,Wednesday,workingday,Clear to partly cloudy,674,5024,5698
454,spring,2012,3,nonholiday,Thursday,workingday,Clear to partly cloudy,834,5299,6133
455,spring,2012,3,nonholiday,Friday,workingday,Misty to misty with clouds,796,4663,5459
456,spring,2012,3,nonholiday,Saturday,nonworkingday,Misty to misty with clouds,2301,3934,6235
457,spring,2012,4,nonholiday,Sunday,nonworkingday,Misty to misty with clouds,2347,3694,6041
458,spring,2012,4,nonholiday,Monday,workingday,Clear to partly cloudy,1208,4728,5936
459,spring,2012,4,nonholiday,Tuesday,workingday,Clear to partly cloudy,1348,5424,6772
460,spring,2012,4,nonholiday,Wednesday,workingday,Clear to partly cloudy,1058,5378,6436
461,spring,2012,4,nonholiday,Thursday,workingday,Clear to partly cloudy,1192,5265,6457
462,spring,2012,4,nonholiday,Friday,workingday,Clear to partly cloudy,1807,4653,6460
463,spring,2012,4,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,3252,3605,6857
464,spring,2012,4,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,2230,2939,5169
465,spring,2012,4,nonholiday,Monday,workingday,Clear to partly cloudy,905,4680,5585
466,spring,2012,4,nonholiday,Tuesday,workingday,Clear to partly cloudy,819,5099,5918
467,spring,2012,4,nonholiday,Wednesday,workingday,Clear to partly cloudy,482,4380,4862
468,spring,2012,4,nonholiday,Thursday,workingday,Clear to partly cloudy,663,4746,5409
469,spring,2012,4,nonholiday,Friday,workingday,Clear to partly cloudy,1252,5146,6398
470,spring,2012,4,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,2795,4665,7460
471,spring,2012,4,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,2846,4286,7132
472,spring,2012,4,holiday,Monday,nonworkingday,Clear to partly cloudy,1198,5172,6370
473,spring,2012,4,nonholiday,Tuesday,workingday,Clear to partly cloudy,989,5702,6691
474,spring,2012,4,nonholiday,Wednesday,workingday,Misty to misty with clouds,347,4020,4367
475,spring,2012,4,nonholiday,Thursday,workingday,Clear to partly cloudy,846,5719,6565
476,spring,2012,4,nonholiday,Friday,workingday,Clear to partly cloudy,1340,5950,7290
477,spring,2012,4,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,2541,4083,6624
478,spring,2012,4,nonholiday,Sunday,nonworkingday,Light rain to thunderstorms or light snow,120,907,1027
479,spring,2012,4,nonholiday,Monday,workingday,Misty to misty with clouds,195,3019,3214
480,spring,2012,4,nonholiday,Tuesday,workingday,Clear to partly cloudy,518,5115,5633
481,spring,2012,4,nonholiday,Wednesday,workingday,Clear to partly cloudy,655,5541,6196
482,spring,2012,4,nonholiday,Thursday,workingday,Misty to misty with clouds,475,4551,5026
483,spring,2012,4,nonholiday,Friday,workingday,Clear to partly cloudy,1014,5219,6233
484,spring,2012,4,nonholiday,Saturday,nonworkingday,Misty to misty with clouds,1120,3100,4220
485,spring,2012,4,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,2229,4075,6304
486,spring,2012,4,nonholiday,Monday,workingday,Misty to misty with clouds,665,4907,5572
487,spring,2012,5,nonholiday,Tuesday,workingday,Misty to misty with clouds,653,5087,5740
488,spring,2012,5,nonholiday,Wednesday,workingday,Clear to partly cloudy,667,5502,6169
489,spring,2012,5,nonholiday,Thursday,workingday,Misty to misty with clouds,764,5657,6421
490,spring,2012,5,nonholiday,Friday,workingday,Clear to partly cloudy,1069,5227,6296
491,spring,2012,5,nonholiday,Saturday,nonworkingday,Misty to misty with clouds,2496,4387,6883
492,spring,2012,5,nonholiday,Sunday,nonworkingday,Misty to misty with clouds,2135,4224,6359
493,spring,2012,5,nonholiday,Monday,workingday,Misty to misty with clouds,1008,5265,6273
494,spring,2012,5,nonholiday,Tuesday,workingday,Misty to misty with clouds,738,4990,5728
495,spring,2012,5,nonholiday,Wednesday,workingday,Misty to misty with clouds,620,4097,4717
496,spring,2012,5,nonholiday,Thursday,workingday,Clear to partly cloudy,1026,5546,6572
497,spring,2012,5,nonholiday,Friday,workingday,Clear to partly cloudy,1319,5711,7030
498,spring,2012,5,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,2622,4807,7429
499,spring,2012,5,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,2172,3946,6118
500,spring,2012,5,nonholiday,Monday,workingday,Misty to misty with clouds,342,2501,2843
501,spring,2012,5,nonholiday,Tuesday,workingday,Misty to misty with clouds,625,4490,5115
502,spring,2012,5,nonholiday,Wednesday,workingday,Clear to partly cloudy,991,6433,7424
503,spring,2012,5,nonholiday,Thursday,workingday,Clear to partly cloudy,1242,6142,7384
504,spring,2012,5,nonholiday,Friday,workingday,Clear to partly cloudy,1521,6118,7639
505,spring,2012,5,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,3410,4884,8294
506,spring,2012,5,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,2704,4425,7129
507,spring,2012,5,nonholiday,Monday,workingday,Misty to misty with clouds,630,3729,4359
508,spring,2012,5,nonholiday,Tuesday,workingday,Misty to misty with clouds,819,5254,6073
509,spring,2012,5,nonholiday,Wednesday,workingday,Misty to misty with clouds,766,4494,5260
510,spring,2012,5,nonholiday,Thursday,workingday,Clear to partly cloudy,1059,5711,6770
511,spring,2012,5,nonholiday,Friday,workingday,Clear to partly cloudy,1417,5317,6734
512,spring,2012,5,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,2855,3681,6536
513,spring,2012,5,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,3283,3308,6591
514,spring,2012,5,holiday,Monday,nonworkingday,Clear to partly cloudy,2557,3486,6043
515,spring,2012,5,nonholiday,Tuesday,workingday,Clear to partly cloudy,880,4863,5743
516,spring,2012,5,nonholiday,Wednesday,workingday,Misty to misty with clouds,745,6110,6855
517,spring,2012,5,nonholiday,Thursday,workingday,Clear to partly cloudy,1100,6238,7338
518,spring,2012,6,nonholiday,Friday,workingday,Misty to misty with clouds,533,3594,4127
519,spring,2012,6,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,2795,5325,8120
520,spring,2012,6,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,2494,5147,7641
521,spring,2012,6,nonholiday,Monday,workingday,Clear to partly cloudy,1071,5927,6998
522,spring,2012,6,nonholiday,Tuesday,workingday,Misty to misty with clouds,968,6033,7001
523,spring,2012,6,nonholiday,Wednesday,workingday,Clear to partly cloudy,1027,6028,7055
524,spring,2012,6,nonholiday,Thursday,workingday,Clear to partly cloudy,1038,6456,7494
525,spring,2012,6,nonholiday,Friday,workingday,Clear to partly cloudy,1488,6248,7736
526,spring,2012,6,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,2708,4790,7498
527,spring,2012,6,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,2224,4374,6598
528,spring,2012,6,nonholiday,Monday,workingday,Misty to misty with clouds,1017,5647,6664
529,spring,2012,6,nonholiday,Tuesday,workingday,Misty to misty with clouds,477,4495,4972
530,spring,2012,6,nonholiday,Wednesday,workingday,Clear to partly cloudy,1173,6248,7421
531,spring,2012,6,nonholiday,Thursday,workingday,Clear to partly cloudy,1180,6183,7363
532,spring,2012,6,nonholiday,Friday,workingday,Clear to partly cloudy,1563,6102,7665
533,spring,2012,6,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,2963,4739,7702
534,spring,2012,6,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,2634,4344,6978
535,spring,2012,6,nonholiday,Monday,workingday,Misty to misty with clouds,653,4446,5099
536,spring,2012,6,nonholiday,Tuesday,workingday,Clear to partly cloudy,968,5857,6825
537,spring,2012,6,nonholiday,Wednesday,workingday,Clear to partly cloudy,872,5339,6211
538,summer,2012,6,nonholiday,Thursday,workingday,Clear to partly cloudy,778,5127,5905
539,summer,2012,6,nonholiday,Friday,workingday,Clear to partly cloudy,964,4859,5823
540,summer,2012,6,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,2657,4801,7458
541,summer,2012,6,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,2551,4340,6891
542,summer,2012,6,nonholiday,Monday,workingday,Clear to partly cloudy,1139,5640,6779
543,summer,2012,6,nonholiday,Tuesday,workingday,Clear to partly cloudy,1077,6365,7442
544,summer,2012,6,nonholiday,Wednesday,workingday,Clear to partly cloudy,1077,6258,7335
545,summer,2012,6,nonholiday,Thursday,workingday,Clear to partly cloudy,921,5958,6879
546,summer,2012,6,nonholiday,Friday,workingday,Clear to partly cloudy,829,4634,5463
547,summer,2012,6,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,1455,4232,5687
548,summer,2012,7,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,1421,4110,5531
549,summer,2012,7,nonholiday,Monday,workingday,Clear to partly cloudy,904,5323,6227
550,summer,2012,7,nonholiday,Tuesday,workingday,Clear to partly cloudy,1052,5608,6660
551,summer,2012,7,holiday,Wednesday,nonworkingday,Clear to partly cloudy,2562,4841,7403
552,summer,2012,7,nonholiday,Thursday,workingday,Clear to partly cloudy,1405,4836,6241
553,summer,2012,7,nonholiday,Friday,workingday,Clear to partly cloudy,1366,4841,6207
554,summer,2012,7,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,1448,3392,4840
555,summer,2012,7,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,1203,3469,4672
556,summer,2012,7,nonholiday,Monday,workingday,Misty to misty with clouds,998,5571,6569
557,summer,2012,7,nonholiday,Tuesday,workingday,Misty to misty with clouds,954,5336,6290
558,summer,2012,7,nonholiday,Wednesday,workingday,Clear to partly cloudy,975,6289,7264
559,summer,2012,7,nonholiday,Thursday,workingday,Clear to partly cloudy,1032,6414,7446
560,summer,2012,7,nonholiday,Friday,workingday,Misty to misty with clouds,1511,5988,7499
561,summer,2012,7,nonholiday,Saturday,nonworkingday,Misty to misty with clouds,2355,4614,6969
562,summer,2012,7,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,1920,4111,6031
563,summer,2012,7,nonholiday,Monday,workingday,Clear to partly cloudy,1088,5742,6830
564,summer,2012,7,nonholiday,Tuesday,workingday,Clear to partly cloudy,921,5865,6786
565,summer,2012,7,nonholiday,Wednesday,workingday,Clear to partly cloudy,799,4914,5713
566,summer,2012,7,nonholiday,Thursday,workingday,Clear to partly cloudy,888,5703,6591
567,summer,2012,7,nonholiday,Friday,workingday,Misty to misty with clouds,747,5123,5870
568,summer,2012,7,nonholiday,Saturday,nonworkingday,Light rain to thunderstorms or light snow,1264,3195,4459
569,summer,2012,7,nonholiday,Sunday,nonworkingday,Misty to misty with clouds,2544,4866,7410
570,summer,2012,7,nonholiday,Monday,workingday,Clear to partly cloudy,1135,5831,6966
571,summer,2012,7,nonholiday,Tuesday,workingday,Clear to partly cloudy,1140,6452,7592
572,summer,2012,7,nonholiday,Wednesday,workingday,Clear to partly cloudy,1383,6790,8173
573,summer,2012,7,nonholiday,Thursday,workingday,Clear to partly cloudy,1036,5825,6861
574,summer,2012,7,nonholiday,Friday,workingday,Clear to partly cloudy,1259,5645,6904
575,summer,2012,7,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,2234,4451,6685
576,summer,2012,7,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,2153,4444,6597
577,summer,2012,7,nonholiday,Monday,workingday,Clear to partly cloudy,1040,6065,7105
578,summer,2012,7,nonholiday,Tuesday,workingday,Clear to partly cloudy,968,6248,7216
579,summer,2012,8,nonholiday,Wednesday,workingday,Clear to partly cloudy,1074,6506,7580
580,summer,2012,8,nonholiday,Thursday,workingday,Clear to partly cloudy,983,6278,7261
581,summer,2012,8,nonholiday,Friday,workingday,Misty to misty with clouds,1328,5847,7175
582,summer,2012,8,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,2345,4479,6824
583,summer,2012,8,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,1707,3757,5464
584,summer,2012,8,nonholiday,Monday,workingday,Misty to misty with clouds,1233,5780,7013
585,summer,2012,8,nonholiday,Tuesday,workingday,Misty to misty with clouds,1278,5995,7273
586,summer,2012,8,nonholiday,Wednesday,workingday,Misty to misty with clouds,1263,6271,7534
587,summer,2012,8,nonholiday,Thursday,workingday,Clear to partly cloudy,1196,6090,7286
588,summer,2012,8,nonholiday,Friday,workingday,Misty to misty with clouds,1065,4721,5786
589,summer,2012,8,nonholiday,Saturday,nonworkingday,Misty to misty with clouds,2247,4052,6299
590,summer,2012,8,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,2182,4362,6544
591,summer,2012,8,nonholiday,Monday,workingday,Clear to partly cloudy,1207,5676,6883
592,summer,2012,8,nonholiday,Tuesday,workingday,Clear to partly cloudy,1128,5656,6784
593,summer,2012,8,nonholiday,Wednesday,workingday,Clear to partly cloudy,1198,6149,7347
594,summer,2012,8,nonholiday,Thursday,workingday,Clear to partly cloudy,1338,6267,7605
595,summer,2012,8,nonholiday,Friday,workingday,Clear to partly cloudy,1483,5665,7148
596,summer,2012,8,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,2827,5038,7865
597,summer,2012,8,nonholiday,Sunday,nonworkingday,Misty to misty with clouds,1208,3341,4549
598,summer,2012,8,nonholiday,Monday,workingday,Misty to misty with clouds,1026,5504,6530
599,summer,2012,8,nonholiday,Tuesday,workingday,Clear to partly cloudy,1081,5925,7006
600,summer,2012,8,nonholiday,Wednesday,workingday,Clear to partly cloudy,1094,6281,7375
601,summer,2012,8,nonholiday,Thursday,workingday,Clear to partly cloudy,1363,6402,7765
602,summer,2012,8,nonholiday,Friday,workingday,Misty to misty with clouds,1325,6257,7582
603,summer,2012,8,nonholiday,Saturday,nonworkingday,Misty to misty with clouds,1829,4224,6053
604,summer,2012,8,nonholiday,Sunday,nonworkingday,Misty to misty with clouds,1483,3772,5255
605,summer,2012,8,nonholiday,Monday,workingday,Clear to partly cloudy,989,5928,6917
606,summer,2012,8,nonholiday,Tuesday,workingday,Clear to partly cloudy,935,6105,7040
607,summer,2012,8,nonholiday,Wednesday,workingday,Clear to partly cloudy,1177,6520,7697
608,summer,2012,8,nonholiday,Thursday,workingday,Clear to partly cloudy,1172,6541,7713
609,summer,2012,8,nonholiday,Friday,workingday,Clear to partly cloudy,1433,5917,7350
610,summer,2012,9,nonholiday,Saturday,nonworkingday,Misty to misty with clouds,2352,3788,6140
611,summer,2012,9,nonholiday,Sunday,nonworkingday,Misty to misty with clouds,2613,3197,5810
612,summer,2012,9,holiday,Monday,nonworkingday,Clear to partly cloudy,1965,4069,6034
613,summer,2012,9,nonholiday,Tuesday,workingday,Clear to partly cloudy,867,5997,6864
614,summer,2012,9,nonholiday,Wednesday,workingday,Clear to partly cloudy,832,6280,7112
615,summer,2012,9,nonholiday,Thursday,workingday,Misty to misty with clouds,611,5592,6203
